PERIOD, FRAMES, PAGE FAULTS, DISK WRITES
10, 8, 296576, 39074
20, 8, 292336, 52434
30, 8, 295671, 52600
40, 8, 293147, 51054
50, 8, 299645, 51426
60, 8, 305251, 51348
70, 8, 309196, 49380
80, 8, 304526, 43229
90, 8, 308505, 40813
100, 8, 312895, 39092
110, 8, 317987, 37752
120, 8, 324921, 36498
130, 8, 330741, 35612
140, 8, 339034, 34654
150, 8, 345963, 33287
160, 8, 353161, 30807
170, 8, 360466, 29917
180, 8, 369858, 29221
190, 8, 377131, 28507
200, 8, 385692, 27952
210, 8, 392588, 27496
220, 8, 398656, 26847
230, 8, 407114, 25988
240, 8, 414809, 25001
250, 8, 418788, 24699
260, 8, 423551, 24370
270, 8, 431194, 23991
280, 8, 438057, 23817
290, 8, 444369, 23598
300, 8, 449458, 23172
310, 8, 453679, 22541
320, 8, 459941, 22191
330, 8, 463929, 22072
340, 8, 468325, 21937
350, 8, 473506, 21802
360, 8, 477260, 21747
370, 8, 479623, 21663
380, 8, 485351, 21493
390, 8, 486728, 21058
400, 8, 489828, 20879
410, 8, 493026, 20859
420, 8, 498179, 21039
430, 8, 501708, 20906
440, 8, 506093, 20899
450, 8, 506176, 20875
460, 8, 509027, 20596
470, 8, 513164, 20747
480, 8, 514865, 20380
490, 8, 518856, 20679
500, 8, 517088, 20628
510, 8, 524612, 20902
520, 8, 524005, 20445
530, 8, 526410, 20529
540, 8, 530486, 20493
550, 8, 530184, 20476
560, 8, 529654, 20251
570, 8, 535337, 20727
580, 8, 537968, 20476
590, 8, 536193, 20474
600, 8, 538697, 20293
610, 8, 541765, 20645
620, 8, 544569, 20247
630, 8, 546093, 20331
640, 8, 547537, 20660
650, 8, 548520, 20505
660, 8, 552442, 20843
670, 8, 552537, 21126
680, 8, 553691, 20571
690, 8, 557070, 21099
700, 8, 557719, 20669
710, 8, 557553, 20760
720, 8, 559279, 20771
730, 8, 558779, 21317
740, 8, 560400, 20966
750, 8, 562507, 21359
760, 8, 564888, 21355
770, 8, 564526, 21348
780, 8, 564974, 20895
790, 8, 567198, 20697
800, 8, 567624, 20609
810, 8, 567758, 21262
820, 8, 567374, 21303
830, 8, 568384, 21656
840, 8, 575593, 21518
850, 8, 573238, 21057
860, 8, 571102, 20883
870, 8, 573557, 21024
880, 8, 577723, 21618
890, 8, 579341, 21822
900, 8, 576875, 21323
910, 8, 573619, 21411
920, 8, 577276, 21923
930, 8, 578946, 21670
940, 8, 581640, 21757
950, 8, 583919, 21950
960, 8, 582812, 21626
970, 8, 584940, 22385
980, 8, 585873, 22347
990, 8, 589555, 22386
1000, 8, 581963, 21437
1010, 8, 584747, 22033
1020, 8, 588009, 22020
1030, 8, 586048, 22468
1040, 8, 588813, 22354
1050, 8, 589995, 22605
1060, 8, 589777, 22439
1070, 8, 591840, 22929
1080, 8, 591222, 22538
1090, 8, 591340, 22215
1100, 8, 591282, 22516
1110, 8, 596689, 22885
1120, 8, 595016, 23028
1130, 8, 595740, 23301
1140, 8, 596794, 22967
1150, 8, 592076, 23148
1160, 8, 596991, 23374
1170, 8, 598625, 23139
1180, 8, 599721, 23448
1190, 8, 596708, 22858
1200, 8, 596013, 22939
1210, 8, 596407, 23541
1220, 8, 600002, 22809
1230, 8, 601724, 23070
1240, 8, 602906, 23822
1250, 8, 604441, 23996
1260, 8, 605080, 23733
1270, 8, 600964, 23825
1280, 8, 602612, 24038
1290, 8, 605980, 24246
1300, 8, 600588, 22899
1310, 8, 605088, 24116
1320, 8, 603343, 23426
1330, 8, 605392, 23980
1340, 8, 610191, 25354
1350, 8, 605767, 23914
1360, 8, 605120, 23114
1370, 8, 605608, 24280
1380, 8, 606853, 24254
1390, 8, 610268, 24340
1400, 8, 610798, 24020
1410, 8, 607618, 23957
1420, 8, 610441, 24735
1430, 8, 608762, 24307
1440, 8, 609437, 24321
1450, 8, 609108, 23761
1460, 8, 611014, 24239
1470, 8, 612895, 24610
1480, 8, 613446, 24503
1490, 8, 614415, 25358
1500, 8, 613624, 24554
1510, 8, 612898, 24363
1520, 8, 614380, 25030
1530, 8, 617402, 25605
1540, 8, 617099, 25027
1550, 8, 611995, 24555
1560, 8, 616078, 24844
1570, 8, 618571, 26597
1580, 8, 616365, 24251
1590, 8, 617111, 25047
1600, 8, 615246, 24423
1610, 8, 614332, 24853
1620, 8, 618777, 25631
1630, 8, 617671, 25291
1640, 8, 623136, 26510
1650, 8, 619626, 25615
1660, 8, 615714, 25598
1670, 8, 618154, 25030
1680, 8, 620228, 26054
1690, 8, 622774, 25849
1700, 8, 619256, 24733
1710, 8, 621914, 25483
1720, 8, 618510, 25226
1730, 8, 622756, 25363
1740, 8, 620066, 25290
1750, 8, 623233, 26401
1760, 8, 621473, 25407
1770, 8, 629039, 26875
1780, 8, 625069, 26333
1790, 8, 623710, 26297
1800, 8, 621036, 25135
1810, 8, 623824, 26073
1820, 8, 622125, 26187
1830, 8, 621835, 26215
1840, 8, 625706, 26445
1850, 8, 627681, 26693
1860, 8, 626313, 26617
1870, 8, 624711, 25818
1880, 8, 626466, 26576
1890, 8, 628928, 26995
1900, 8, 628418, 26395
1910, 8, 631466, 26579
1920, 8, 626650, 26707
1930, 8, 630834, 26697
1940, 8, 627630, 26646
1950, 8, 631031, 27037
1960, 8, 628606, 26435
1970, 8, 629577, 26899
1980, 8, 633027, 26960
1990, 8, 630981, 27172
2000, 8, 627987, 25952
2010, 8, 626347, 26601
2020, 8, 628957, 26687
2030, 8, 631317, 26298
2040, 8, 632954, 26914
2050, 8, 631349, 27092
2060, 8, 626351, 26052
2070, 8, 630121, 27041
2080, 8, 636434, 27762
2090, 8, 632946, 26913
2100, 8, 631159, 26695
2110, 8, 628812, 26607
2120, 8, 633294, 27252
2130, 8, 634406, 27953
2140, 8, 631792, 27440
2150, 8, 634666, 27242
2160, 8, 633657, 27335
2170, 8, 635397, 27353
2180, 8, 635606, 27567
2190, 8, 635906, 28241
2200, 8, 635081, 27440
2210, 8, 635886, 27655
2220, 8, 635849, 27523
2230, 8, 636251, 27877
2240, 8, 630843, 27157
2250, 8, 636456, 27758
2260, 8, 636917, 27725
2270, 8, 638336, 27798
2280, 8, 633571, 27240
2290, 8, 637405, 27278
2300, 8, 635062, 27984
2310, 8, 639952, 28356
2320, 8, 636599, 28100
2330, 8, 638111, 27903
2340, 8, 638021, 27777
2350, 8, 640215, 27902
2360, 8, 637288, 27829
2370, 8, 638429, 27580
2380, 8, 635913, 27302
2390, 8, 638466, 27237
2400, 8, 632254, 26422
2410, 8, 637582, 28733
2420, 8, 638841, 27815
2430, 8, 639926, 27949
2440, 8, 638990, 27832
2450, 8, 640510, 28406
2460, 8, 638029, 27797
2470, 8, 639163, 27661
2480, 8, 638838, 27694
2490, 8, 638239, 29002
2500, 8, 641684, 28518
2510, 8, 642675, 28820
2520, 8, 638934, 28493
2530, 8, 642712, 29628
2540, 8, 642074, 28367
2550, 8, 641603, 27520
2560, 8, 641275, 28465
2570, 8, 641920, 28508
2580, 8, 638608, 27716
2590, 8, 638929, 27684
2600, 8, 640570, 27477
2610, 8, 644097, 29195
2620, 8, 642974, 28720
2630, 8, 639453, 27728
2640, 8, 640478, 28133
2650, 8, 643442, 29030
2660, 8, 644429, 29323
2670, 8, 649145, 29364
2680, 8, 646468, 29445
2690, 8, 646623, 29685
2700, 8, 646656, 29082
2710, 8, 644870, 29494
2720, 8, 640023, 27754
2730, 8, 641120, 27919
2740, 8, 642632, 28713
2750, 8, 645874, 28971
2760, 8, 642587, 28764
2770, 8, 642574, 28243
2780, 8, 644341, 29103
2790, 8, 642146, 28988
2800, 8, 645441, 28867
2810, 8, 645939, 29207
2820, 8, 645744, 28537
2830, 8, 644688, 28358
2840, 8, 647023, 29229
2850, 8, 648899, 29763
2860, 8, 644817, 28967
2870, 8, 645438, 29274
2880, 8, 645363, 28679
2890, 8, 648081, 29359
2900, 8, 646031, 28547
2910, 8, 646065, 28816
2920, 8, 644745, 28495
2930, 8, 647299, 28956
2940, 8, 649080, 29988
2950, 8, 648639, 28947
2960, 8, 649310, 29280
2970, 8, 650927, 29576
2980, 8, 648633, 29656
2990, 8, 648530, 29572
3000, 8, 647438, 29099
3010, 8, 644436, 28222
3020, 8, 645696, 28448
3030, 8, 646725, 28650
3040, 8, 648395, 29773
3050, 8, 647838, 29317
3060, 8, 650187, 29436
3070, 8, 644692, 28411
3080, 8, 650510, 29574
3090, 8, 648409, 28487
3100, 8, 647449, 29561
3110, 8, 649208, 29153
3120, 8, 649069, 29093
3130, 8, 652745, 30297
3140, 8, 652651, 30848
3150, 8, 651425, 29967
3160, 8, 649271, 29101
3170, 8, 651955, 30245
3180, 8, 651711, 30171
3190, 8, 647826, 29189
3200, 8, 649728, 28698
3210, 8, 653006, 29971
3220, 8, 652017, 29959
3230, 8, 650465, 29588
3240, 8, 648957, 29248
3250, 8, 651767, 29148
3260, 8, 648948, 29088
3270, 8, 652729, 30622
3280, 8, 653429, 30172
3290, 8, 648489, 28904
3300, 8, 651945, 30786
3310, 8, 655752, 30666
3320, 8, 649875, 30140
3330, 8, 651367, 28798
3340, 8, 651388, 29241
3350, 8, 650916, 29335
3360, 8, 651341, 30632
3370, 8, 648590, 29311
3380, 8, 656342, 30439
3390, 8, 652180, 29442
3400, 8, 649904, 28885
3410, 8, 651668, 30179
3420, 8, 653394, 30024
3430, 8, 651027, 29750
3440, 8, 649379, 29714
3450, 8, 650922, 30050
3460, 8, 652737, 29784
3470, 8, 654305, 30665
3480, 8, 652090, 29741
3490, 8, 652035, 29375
3500, 8, 653423, 30236
3510, 8, 654718, 30224
3520, 8, 650309, 29196
3530, 8, 656890, 30023
3540, 8, 656211, 30246
3550, 8, 654452, 30608
3560, 8, 657011, 30626
3570, 8, 654576, 30291
3580, 8, 652604, 30305
3590, 8, 652134, 29834
3600, 8, 649836, 29336
3610, 8, 653794, 29920
3620, 8, 655879, 30403
3630, 8, 652949, 30708
3640, 8, 653101, 30439
3650, 8, 659539, 32520
3660, 8, 651097, 29110
3670, 8, 654065, 30124
3680, 8, 655881, 30502
3690, 8, 654749, 29754
3700, 8, 654510, 30650
3710, 8, 660155, 30919
3720, 8, 656214, 30814
3730, 8, 656114, 31138
3740, 8, 653475, 29807
3750, 8, 658252, 31151
3760, 8, 657983, 31405
3770, 8, 655770, 29964
3780, 8, 660437, 32036
3790, 8, 652742, 29029
3800, 8, 659037, 31435
3810, 8, 656926, 30589
3820, 8, 662185, 31862
3830, 8, 654581, 29751
3840, 8, 653391, 30595
3850, 8, 660492, 31251
3860, 8, 657929, 30529
3870, 8, 657840, 31004
3880, 8, 656132, 30958
3890, 8, 658176, 30947
3900, 8, 654762, 30080
3910, 8, 655029, 30573
3920, 8, 655094, 29826
3930, 8, 657532, 31050
3940, 8, 658595, 31052
3950, 8, 659986, 30779
3960, 8, 655824, 30408
3970, 8, 656907, 30919
3980, 8, 655929, 30282
3990, 8, 657022, 30615
4000, 8, 655343, 29815
4010, 8, 658045, 30620
4020, 8, 656148, 31420
4030, 8, 659790, 31170
4040, 8, 658576, 30241
4050, 8, 656890, 30423
4060, 8, 657141, 30032
4070, 8, 658885, 30813
4080, 8, 659008, 30422
4090, 8, 657112, 30691
4100, 8, 658743, 30878
4110, 8, 659276, 31205
4120, 8, 653376, 30042
4130, 8, 659101, 30601
4140, 8, 656952, 30804
4150, 8, 658634, 31072
4160, 8, 660744, 31064
4170, 8, 659928, 30548
4180, 8, 658421, 30873
4190, 8, 656260, 30375
4200, 8, 658968, 30954
4210, 8, 658989, 30766
4220, 8, 660457, 31619
4230, 8, 656093, 30515
4240, 8, 660347, 30968
4250, 8, 659688, 30125
4260, 8, 661417, 31729
4270, 8, 662453, 32017
4280, 8, 658817, 31053
4290, 8, 658414, 30681
4300, 8, 658548, 30788
4310, 8, 661023, 31142
4320, 8, 659323, 30869
4330, 8, 655289, 30706
4340, 8, 660489, 31334
4350, 8, 657919, 30450
4360, 8, 659685, 30922
4370, 8, 661390, 31696
4380, 8, 661229, 32056
4390, 8, 658086, 30028
4400, 8, 658804, 31032
4410, 8, 660115, 31751
4420, 8, 660371, 31021
4430, 8, 660915, 31418
4440, 8, 659735, 31148
4450, 8, 661349, 31274
4460, 8, 660919, 31027
4470, 8, 662560, 31408
4480, 8, 655627, 30757
4490, 8, 660955, 31617
4500, 8, 661625, 31061
4510, 8, 662780, 31737
4520, 8, 661955, 30793
4530, 8, 660497, 31568
4540, 8, 664778, 32110
4550, 8, 665591, 31891
4560, 8, 660523, 32436
4570, 8, 658929, 30318
4580, 8, 663908, 31109
4590, 8, 662889, 31140
4600, 8, 659692, 30518
4610, 8, 658542, 30195
4620, 8, 662864, 31834
4630, 8, 666417, 32664
4640, 8, 660859, 30735
4650, 8, 658084, 31301
4660, 8, 660529, 31379
4670, 8, 661617, 31350
4680, 8, 661746, 31134
4690, 8, 660639, 31217
4700, 8, 665031, 31699
4710, 8, 662905, 31869
4720, 8, 661280, 30928
4730, 8, 663270, 31555
4740, 8, 659561, 30323
4750, 8, 665636, 32341
4760, 8, 658664, 30498
4770, 8, 662737, 31290
4780, 8, 660778, 30361
4790, 8, 660323, 31495
4800, 8, 659458, 30573
4810, 8, 665471, 32039
4820, 8, 663605, 32375
4830, 8, 659704, 30969
4840, 8, 660475, 30582
4850, 8, 664722, 31650
4860, 8, 664911, 31800
4870, 8, 660726, 31018
4880, 8, 663841, 31666
4890, 8, 662881, 31499
4900, 8, 660990, 30330
4910, 8, 659727, 30612
4920, 8, 663724, 31999
4930, 8, 662295, 30771
4940, 8, 661216, 30787
4950, 8, 665109, 31494
4960, 8, 659914, 30917
4970, 8, 661378, 31144
4980, 8, 662046, 32437
4990, 8, 660969, 30639
5000, 8, 662341, 32071
